,id,conversation_id,created_at,date,tweet,language,hashtags,user_id,username,name,day,hour,link,urls,photos,video,retweet,nlikes,nreplies,nretweets,reply_to,time,vader_neg,vader_neu,vader_pos,vader_compound
2129,1324641053501054977,1324630002919383040,1604654012000.0,2020-11-06,"17:13: The EPF contribution rate for workers will be reduced from 11% to 9% starting January 2021, for 12 months, worth a total of RM9.3bil.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,9,https://twitter.com/staronline/status/1324641053501054977,[],[],0,False,30,1,30,[],09:13:32,0.0,0.929,0.071,0.2263
2137,1324640810252476416,1324633440084320256,1604653954000.0,2020-11-06,"The government will provide close to RM28 billion specifically for subsidies, assistance and incentives - Finance Minister  @tzafrul_aziz @MOFmalaysia  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/9xmHgfc19S",en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,9,https://twitter.com/bernamadotcom/status/1324640810252476416,[],['https://pbs.twimg.com/media/EmIRyi-VkAE7JVy.jpg'],1,False,10,1,2,[],09:12:34,0.0,0.905,0.095,0.3182
2140,1324640654362767361,1324640654362767361,1604653917000.0,2020-11-06,Employee’s EPF contribution rate will be reduced to 9% from 11% from January 2021 for a period of 12 months  #Belanjawan2021 #Budget2021,en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,9,https://twitter.com/TMReserve/status/1324640654362767361,[],[],0,False,5,0,3,[],09:11:57,0.0,1.0,0.0,0.0
2141,1324640651183497217,1324633440084320256,1604653916000.0,2020-11-06,Budget 2021: Disabled workers allowance increased to RM450  @tzafrul_aziz @MOFmalaysia  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/LUCGCWE41H,en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,9,https://twitter.com/bernamadotcom/status/1324640651183497217,[],['https://pbs.twimg.com/media/EmIRpOBVcAEPIR3.jpg'],1,False,8,1,4,[],09:11:56,0.0,0.87,0.13,0.2732
2146,1324640550025228289,1324630002919383040,1604653892000.0,2020-11-06,"17:10: RM1 billion will be allocated for upskilling and reskilling programme involving 200,000 people.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,9,https://twitter.com/staronline/status/1324640550025228289,[],[],0,False,10,1,6,[],09:11:32,0.0,1.0,0.0,0.0
2156,1324640164870717441,1324633440084320256,1604653800000.0,2020-11-06,"Withdrawal of RM500 per month up to a maximum of RM6,000 from EPF Account 1 is allowed for 12 months -- Finance Minister  @tzafrul_aziz @MOFmalaysia  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/BWua0Ai21i",en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,9,https://twitter.com/bernamadotcom/status/1324640164870717441,[],['https://pbs.twimg.com/media/EmIRM_uU4AEtm8f.jpg'],1,False,28,1,29,[],09:10:00,0.0,0.961,0.039,0.0258
2159,1324640040689922049,1324640040689922049,1604653770000.0,2020-11-06,"Loan repayment assistance to be improved for B40 borrowers &amp; micro enterprises with a loan amount up to RM150,000: via delayed monthly instalments for 3 months, or reduce monthly instalments by 50% for 6 months  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,9,https://twitter.com/TMReserve/status/1324640040689922049,[],[],0,False,4,0,3,[],09:09:30,0.051,0.865,0.084,0.296
2161,1324639865103765504,1324630002919383040,1604653729000.0,2020-11-06,"(...)  For a period of two assessment years, the income tax exemption limit for compensation paid upon job loss will be increased from RM10,000 to RM20,000 for every year of service completed.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,9,https://twitter.com/staronline/status/1324639865103765504,[],[],0,False,12,1,3,[],09:08:49,0.065,0.876,0.059,-0.0516
2166,1324639611088297984,1324630002919383040,1604653668000.0,2020-11-06,(...)  The BPR is expected to benefit 8.1mil people with an allocation of Rm6.5bil.  #Budget2021 #Belanjawan2021,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,9,https://twitter.com/staronline/status/1324639611088297984,[],[],0,False,4,1,0,[],09:07:48,0.0,0.833,0.167,0.4588
2168,1324639566867783680,1324639566867783680,1604653658000.0,2020-11-06,"#NSTnation Finance Minister Tengku Datuk Seri Zafrul Tengku Abdul Aziz said the health crisis has affected over 150 countries globally, the worst economic crisis since the #GreatDepression in 1930s.   https://t.co/Z99AAw5rrI  #NSTbudget2021 #Budget2021 #Belanjawan2021 #Bajet2021",en,"['nstnation', 'greatdepression', 'nstbudget2021', 'budget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,9,https://twitter.com/NST_Online/status/1324639566867783680,['https://www.nst.com.my/news/government-public-policy/2020/11/638755/over-150-nations-globally-experiencing-worst-economic'],[],0,False,3,0,3,[],09:07:38,0.317,0.683,0.0,-0.9313
2170,1324639465151717378,1324633440084320256,1604653633000.0,2020-11-06,Budget 2021: Employees' minimum EPF contribution is reduced to nine per cent starting January 2021 -- Finance Minister  @tzafrul_aziz @MOFmalaysia  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/AVSwYb77Pi,en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,9,https://twitter.com/bernamadotcom/status/1324639465151717378,[],['https://pbs.twimg.com/media/EmIQkPWU4AIh989.png'],1,False,11,1,11,[],09:07:13,0.0,1.0,0.0,0.0
2174,1324639190647123968,1324639190647123968,1604653568000.0,2020-11-06,"Income tax rate for resident individuals to be reduced by 1 percentage point for taxable income of RM50,001 to RM70,000 benefiting 1.4 million taxpayers  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,9,https://twitter.com/TMReserve/status/1324639190647123968,[],[],0,False,0,0,3,[],09:06:08,0.0,1.0,0.0,0.0
2187,1324638815349166083,1324638815349166083,1604653478000.0,2020-11-06,Govt to provide RM1.5b worth of telco credit for the B40 group of RM180 per person for internet subscription or mobile phone costs.   #Belanjawan2021 #Budget2021,en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,9,https://twitter.com/TMReserve/status/1324638815349166083,[],[],0,False,1,0,3,[],09:04:38,0.0,0.836,0.164,0.5423
2188,1324638721254203392,1324633440084320256,1604653456000.0,2020-11-06,Budget 2021 : Assistance for disable people unable to work increased from RM250 to RM300  @tzafrul_aziz @MOFmalaysia  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/THMeZQtEkI,en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,9,https://twitter.com/bernamadotcom/status/1324638721254203392,[],['https://pbs.twimg.com/media/EmIP478VoAAvhxQ.jpg'],1,False,10,1,4,[],09:04:16,0.0,0.905,0.095,0.2732
2195,1324638564471066624,1324630002919383040,1604653419000.0,2020-11-06,(...) It is projected that the total payment for Account 1 withdrawals will involve RM4bil.  Eligible members can apply starting January 2021.  #Budget2021 #Belanjawan2021,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,9,https://twitter.com/staronline/status/1324638564471066624,[],[],0,False,4,1,2,[],09:03:39,0.0,1.0,0.0,0.0
2196,1324638509408247809,1324638509408247809,1604653405000.0,2020-11-06,"#NSTnation Among the callers were those suffering from depression, anxiety and stress.  #Budget2021 #Belanjawan2021 #Bajet2021 #MentalHealth    https://t.co/sTJrLGuZqs",en,"['nstnation', 'budget2021', 'belanjawan2021', 'bajet2021', 'mentalhealth']",55186601,NST_Online,New Straits Times,5,9,https://twitter.com/NST_Online/status/1324638509408247809,['https://www.nst.com.my/news/government-public-policy/2020/11/638753/2021-budget-rm24-million-allocated-mental-health'],[],0,False,18,1,13,[],09:03:25,0.465,0.535,0.0,-0.8834
2197,1324638465980395521,1324630002919383040,1604653395000.0,2020-11-06,"(...) Taking into account both the i-Lestari initiative as well as the Account 1 withdrawal facility, the total of cash withdrawal is up to RM12,000.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,9,https://twitter.com/staronline/status/1324638465980395521,[],[],0,False,8,1,3,[],09:03:15,0.0,0.842,0.158,0.3182
2199,1324638443331186690,1324633440084320256,1604653390000.0,2020-11-06,Budget 2021 : MySalam coverage expanded to cover cost of medical devices like heart stents or prosthetics  @tzafrul_aziz @MOFmalaysia  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/stLUVC9B1w,en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,9,https://twitter.com/bernamadotcom/status/1324638443331186690,[],['https://pbs.twimg.com/media/EmIPomvVMAIBPwz.jpg'],1,False,8,1,3,[],09:03:10,0.0,0.898,0.102,0.3612
2204,1324638336846237696,1324638336846237696,1604653364000.0,2020-11-06,BPR expected to benefit 8.1 million people with an allocation of RM6.5 billion compared to 4.3 million recipients and an allocation of RM5 billion under BSH  #Belanjawan2021 #Budget2021,en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,9,https://twitter.com/TMReserve/status/1324638336846237696,[],[],0,False,0,0,0,[],09:02:44,0.0,0.9,0.1,0.4588
2207,1324638287982546944,1324638287982546944,1604653353000.0,2020-11-06,JUST IN: Budget 2021: Govt allocates RM1.8 billion on public health  #Budget2021 #Belanjawan2021 #TMRNews #TMRPhoto    https://t.co/G79H1VaZxj,en,"['budget2021', 'belanjawan2021', 'tmrnews', 'tmrphoto']",293590755,TMReserve,TheMalaysianReserve,5,9,https://twitter.com/TMReserve/status/1324638287982546944,['https://themalaysianreserve.com/2020/11/06/budget-2021-govt-allocates-rm1-8-billion-on-public-health/'],[],0,False,1,0,1,[],09:02:33,0.0,1.0,0.0,0.0
2210,1324638184462901248,1324638184462901248,1604653328000.0,2020-11-06,"BPR: Single individuals earning RM2,500 and below will receive RM350. The age limit for single individuals will be reduced to 21 from 40 previously  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,9,https://twitter.com/TMReserve/status/1324638184462901248,[],[],0,False,1,0,4,[],09:02:08,0.0,1.0,0.0,0.0
2218,1324638015059161088,1324638015059161088,1604653288000.0,2020-11-06,"BPR: Households with a monthly income of RM2,501-RM4,000 with one child will receive RM800 assistance; households with 2 or more children will receive RM1,200.  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,9,https://twitter.com/TMReserve/status/1324638015059161088,[],[],0,False,0,0,2,[],09:01:28,0.0,1.0,0.0,0.0
2221,1324637889569779714,1324637889569779714,1604653258000.0,2020-11-06,"#Budget2021 Govt agrees to lower individual income tax rate by 1 percentage point for tax range RM50,001 to RM70,000 that will benefit 1.4 million income tax payers. - Finance Minister  #Belanjawan2021 #Bajet2021 #NSTbudget2021",en,"['budget2021', 'belanjawan2021', 'bajet2021', 'nstbudget2021']",55186601,NST_Online,New Straits Times,5,9,https://twitter.com/NST_Online/status/1324637889569779714,[],[],0,False,17,0,16,[],09:00:58,0.063,0.8,0.137,0.3818
2222,1324637875200167937,1324630002919383040,1604653254000.0,2020-11-06,"17:00: EPF contributors will be allowed to withdraw RM500 per month from their first account, up to a total of RM6000 a year.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,9,https://twitter.com/staronline/status/1324637875200167937,[],[],0,False,26,2,35,[],09:00:54,0.0,1.0,0.0,0.0
2225,1324637823194914817,1324637823194914817,1604653242000.0,2020-11-06,#NSTnation Finance Minister Tengku Datuk Seri Zafrul Tengku Abdul Aziz said the nation's Gross Domestic Product (GDP) growth has shown signs of improvement.     https://t.co/Fe85V0UvGM  #NSTbudget2021 #Budget2021 #Belanjawan2021 #Bajet2021,en,"['nstnation', 'nstbudget2021', 'budget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,9,https://twitter.com/NST_Online/status/1324637823194914817,['https://www.nst.com.my/news/government-public-policy/2020/11/638748/july-sept-estimates-show-recovery-trend'],[],0,False,2,0,0,[],09:00:42,0.092,0.742,0.166,0.3612
2228,1324637758879485952,1324637758879485952,1604653226000.0,2020-11-06,"#NSTnation The withdrawal would be RM500 a month, up to RM6,000 for a year.  #Budget2021 #Belanjawan2021 #Bajet2021 #EPF #AccountOne    https://t.co/PzxK0SiKnp",en,"['nstnation', 'budget2021', 'belanjawan2021', 'bajet2021', 'epf', 'accountone']",55186601,NST_Online,New Straits Times,5,9,https://twitter.com/NST_Online/status/1324637758879485952,['https://www.nst.com.my/news/government-public-policy/2020/11/638751/government-allows-epf-account-1-withdrawal'],[],0,False,9,1,19,[],09:00:26,0.0,0.939,0.061,0.0258
2231,1324637686330634240,1324637686330634240,1604653209000.0,2020-11-06,"BSH will be replaced with Bantuan Prihatin Rakyat (BPR). Households with a monthly income of between RM4,001-RM5,000 and one child will receive RM500; households with two or more children, RM750.  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,9,https://twitter.com/TMReserve/status/1324637686330634240,[],[],0,False,0,0,2,[],09:00:09,0.0,1.0,0.0,0.0
2236,1324637495145885696,1324637495145885696,1604653164000.0,2020-11-06,#NSTnation All members of parliament have been allowed to enter the #DewanRakyat to participate in today's tabling of the #2021Budget.   https://t.co/gN9U5F1KRF  Read here:  https://t.co/ClIpiGLNsH  #NSTbudget2021 #Budget2021 #Belanjawan2021 #Bajet2021,en,"['nstnation', 'dewanrakyat', '2021budget', 'nstbudget2021', 'budget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,8,https://twitter.com/NST_Online/status/1324637495145885696,"['http://youtu.be/bMhL9TZssHE', 'https://www.nst.com.my/news/nation/2020/11/638740/all-mps-allowed-participate-2021-budget-tabling']",[],0,False,6,0,2,[],08:59:24,0.0,1.0,0.0,0.0
2245,1324637102504435712,1324633440084320256,1604653070000.0,2020-11-06,"Budget 2021: Tax relief increased to RM8,000 for parents' medical, special needs and care expenses  @tzafrul_aziz @MOFmalaysia  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/hNRJNtqQDM",en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,8,https://twitter.com/bernamadotcom/status/1324637102504435712,[],['https://pbs.twimg.com/media/EmIOZ4LVcBUaA5o.jpg'],1,False,12,1,4,[],08:57:50,0.0,0.619,0.381,0.8779
2254,1324636846484119552,1324630002919383040,1604653009000.0,2020-11-06,"(...) At the same time, the government will also extend the period of stamp duty exemption on all life insurance products, not exceeding RM100, for another five years until the 2025 assessment year.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,8,https://twitter.com/staronline/status/1324636846484119552,[],[],0,False,9,1,4,[],08:56:49,0.0,0.952,0.048,0.1779
2258,1324636733460279296,1324636733460279296,1604652982000.0,2020-11-06,"Assistance increased for disabled workers to RM300 from RM250; aid for elderly, care for the disabled and abandoned chronic patients to RM500 from RM350; allowance for OKU employees to RM450 from RM400  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,8,https://twitter.com/TMReserve/status/1324636733460279296,[],[],0,False,0,0,2,[],08:56:22,0.076,0.789,0.135,0.3182
2262,1324636617169018882,1324630002919383040,1604652954000.0,2020-11-06,"(...) In 2020, BPN and the Bantuan Sara Hidup (BSH) involved the channelling of RM21bil to 10.6 million recipients. In January 2021, the BPN2.0 second phase payments amounting RM2.2bil will be channelled out.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,8,https://twitter.com/staronline/status/1324636617169018882,[],[],0,False,9,1,2,[],08:55:54,0.0,1.0,0.0,0.0
2269,1324636371936407552,1324636371936407552,1604652896000.0,2020-11-06,"#Budget2021 Targeted EPF account 1 withdrawal of RM500 a month, up to RM6,000. - Finance Minister  #Belanjawan2021 #Bajet2021 #NSTbudget2021",en,"['budget2021', 'belanjawan2021', 'bajet2021', 'nstbudget2021']",55186601,NST_Online,New Straits Times,5,8,https://twitter.com/NST_Online/status/1324636371936407552,[],[],0,False,98,2,105,[],08:54:56,0.0,0.932,0.068,0.0258
2272,1324636257016664064,1324636257016664064,1604652868000.0,2020-11-06,"#NSTnation Government to expand income tax waivers for medical expenses to cover pneumococcal, influenza and Covid-19.  #IncomeTax #Covid19 #Budget2021 #Belanjawan2021 #Bajet2021    https://t.co/oFz7c1OAy2",en,"['nstnation', 'incometax', 'covid19', 'budget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,8,https://twitter.com/NST_Online/status/1324636257016664064,['https://www.nst.com.my/news/government-public-policy/2020/11/638746/income-tax-waivers-pneumococcal-influenza-covid-19'],[],0,False,13,3,9,[],08:54:28,0.0,0.901,0.099,0.3182
2280,1324636120370409472,1324633440084320256,1604652836000.0,2020-11-06,"Budget 2021: Tax relief scope expanded for medical expenses encompassing vaccination like pneumococcal, influenza and #COVID19  @tzafrul_aziz @MOFmalaysia  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/8ieEtqmGOh",en,"['covid19', 'budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,8,https://twitter.com/bernamadotcom/status/1324636120370409472,[],['https://pbs.twimg.com/media/EmINg9OVkAA_0vY.jpg'],1,False,14,1,4,[],08:53:56,0.0,0.789,0.211,0.6808
2294,1324635702252822528,1324630002919383040,1604652736000.0,2020-11-06,"Thus, Budget 2021 is crafted for Malaysians and themed “Teguh Kita, Menang Bersama”.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,8,https://twitter.com/staronline/status/1324635702252822528,[],[],0,False,9,1,6,[],08:52:16,0.0,1.0,0.0,0.0
2301,1324635292238635009,1324635292238635009,1604652638000.0,2020-11-06,Govt has allocated RM25 million for Peritoneal Dialysis treatment at home for kidney patients  #Belanjawan2021 #Budget2021,en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,8,https://twitter.com/TMReserve/status/1324635292238635009,[],[],0,False,0,0,2,[],08:50:38,0.0,1.0,0.0,0.0
2302,1324635233564545024,1324633440084320256,1604652624000.0,2020-11-06,Budget 2021: RM500 one-off allowance for MoH frontliners  @tzafrul_aziz @MOFmalaysia  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/7lvO5yMsoS,en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,8,https://twitter.com/bernamadotcom/status/1324635233564545024,[],['https://pbs.twimg.com/media/EmIMtvvUcAEpK3a.jpg'],1,False,12,1,4,[],08:50:24,0.0,1.0,0.0,0.0
2305,1324635058976645122,1324633440084320256,1604652583000.0,2020-11-06,The government proposes to raise the ceiling of the #COVID19 Fund to RM65 billion to cover the cost of KITA PRIHATIN additional assistance packages - Finance Minister  @tzafrul_aziz @MOFmalaysia  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/WYAZht5oFO,en,"['covid19', 'budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,8,https://twitter.com/bernamadotcom/status/1324635058976645122,[],['https://pbs.twimg.com/media/EmIMjA8U4AA__dh.jpg'],1,False,12,1,3,[],08:49:43,0.0,1.0,0.0,0.0
2307,1324634952755916800,1324634952755916800,1604652557000.0,2020-11-06,Govt is expanding mySalam coverage on claims of medical devices such as stents for the heart or prosthesis  #Belanjawan2021 #Budget2021,en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,8,https://twitter.com/TMReserve/status/1324634952755916800,[],[],0,False,0,0,2,[],08:49:17,0.0,1.0,0.0,0.0
2309,1324634941250920449,1324634941250920449,1604652555000.0,2020-11-06,"#Budget2021 For 2021, BSH will be replaced with Bantuan Prihatin Rakyat (BPR). - Finance Minister  #Belanjawan2021 #Bajet2021 #NSTbudget2021",en,"['budget2021', 'belanjawan2021', 'bajet2021', 'nstbudget2021']",55186601,NST_Online,New Straits Times,5,8,https://twitter.com/NST_Online/status/1324634941250920449,[],[],0,False,25,0,25,[],08:49:15,0.0,1.0,0.0,0.0
2310,1324634908979945473,1324630002919383040,1604652547000.0,2020-11-06,"16:48: To encourage Malaysians to get preventive vaccinations to curb the spread of diseases, the government will expand the scope of tax exemption for the medical treatment covering vaccination expenses such as pneumococcal, influenza and Covid-19.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,8,https://twitter.com/staronline/status/1324634908979945473,[],[],0,False,42,1,21,[],08:49:07,0.0,0.865,0.135,0.6808
2312,1324634838079401985,1324633440084320256,1604652530000.0,2020-11-06,Budget 2021 : Govt committed to source for COVID-19 vaccine among others through the COVAX programme  @tzafrul_aziz @MOFmalaysia  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/7zcILwNa3j,en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,8,https://twitter.com/bernamadotcom/status/1324634838079401985,[],['https://pbs.twimg.com/media/EmIMUGgU8AA3TfW.jpg'],1,False,9,1,3,[],08:48:50,0.0,0.909,0.091,0.2732
2317,1324634654830292993,1324634654830292993,1604652486000.0,2020-11-06,"Govt to allocate RM24 million to strengthen mental health, terrorism and injury prevention and substance abuse programmes  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,8,https://twitter.com/TMReserve/status/1324634654830292993,[],[],0,False,5,0,3,[],08:48:06,0.401,0.519,0.08,-0.8834
2320,1324634611528265728,1324633440084320256,1604652476000.0,2020-11-06,"Budget 2021 : RM1 bill to be allocated in 2021 to contain the third wave of #COVID19, in addition to RM1.8 bill allocated this year  @tzafrul_aziz @MOFmalaysia  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/i11GOu3XEW",en,"['covid19', 'budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,8,https://twitter.com/bernamadotcom/status/1324634611528265728,[],['https://pbs.twimg.com/media/EmIMJN3U8AEgEUO.jpg'],1,False,10,1,5,[],08:47:56,0.0,1.0,0.0,0.0
2324,1324634368887844865,1324634368887844865,1604652418000.0,2020-11-06,"Tax relief limit for personal, spouse and child medical treatment expenses to be increased to RM8,000 from RM6,000  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,8,https://twitter.com/TMReserve/status/1324634368887844865,[],[],0,False,3,0,3,[],08:46:58,0.0,0.776,0.224,0.6369
2325,1324634326181371905,1324634326181371905,1604652408000.0,2020-11-06,"#NSTnation The government will allocate a one-off allowance of RM500 to some 100,000 Health Ministry's #frontliners.    https://t.co/Ban6au5yRL  #NSTbudget2021 #Budget2021 #Belanjawan2021 #Bajet2021",en,"['nstnation', 'frontliners', 'nstbudget2021', 'budget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,8,https://twitter.com/NST_Online/status/1324634326181371905,['https://www.nst.com.my/news/government-public-policy/2020/11/638744/one-payment-health-ministry-frontliners'],[],0,False,8,0,5,[],08:46:48,0.0,1.0,0.0,0.0
2327,1324634318107418625,1324630002919383040,1604652406000.0,2020-11-06,"16:45: The tax relief on expenses for medical treatment, special needs and parental care has also been raised from RM5,000 to RM8,000.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,8,https://twitter.com/staronline/status/1324634318107418625,[],[],0,False,27,1,18,[],08:46:46,0.0,0.7,0.3,0.8402
2330,1324634246019911682,1324633440084320256,1604652389000.0,2020-11-06,"Budget 2021 framed based on three key objectives, people's wellbeing, business continuity and economic resilience - @tzafrul_aziz   #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/RLi6rnEm2x",en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,8,https://twitter.com/bernamadotcom/status/1324634246019911682,[],['https://pbs.twimg.com/media/EmIL0a8VgAE9-gh.jpg'],1,False,11,1,7,[],08:46:29,0.0,1.0,0.0,0.0
2331,1324634202260692994,1324630002919383040,1604652378000.0,2020-11-06,"16:45: The government will raise the tax relief limit on personal, spouse and child medical treatment for serious illness from RM6000 to RM8000. In addition, the tax relief for a full health screening will be increased from RM500 to RM1,000.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,8,https://twitter.com/staronline/status/1324634202260692994,[],[],0,False,30,1,22,[],08:46:18,0.083,0.745,0.172,0.6486
2337,1324633962417811459,1324633962417811459,1604652321000.0,2020-11-06,Get highlights of the #Belanjawan2021 here   https://t.co/Ebih9PXhs5  https://t.co/VlB4cd5zPD,en,['belanjawan2021'],19107088,theedgemalaysia,The Edge Malaysia,5,8,https://twitter.com/theedgemalaysia/status/1324633962417811459,['https://www.theedgemarkets.com/budget-2021'],['https://pbs.twimg.com/media/EmILjHEUYAAJDt4.jpg'],1,False,7,0,5,[],08:45:21,0.0,1.0,0.0,0.0
2339,1324633916439887873,1324633916439887873,1604652310000.0,2020-11-06,"Govt to give one-off cash of RM500 to 100,000 MOH frontliners  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,8,https://twitter.com/TMReserve/status/1324633916439887873,[],[],0,False,1,0,3,[],08:45:10,0.0,1.0,0.0,0.0
2342,1324633802090508288,1324630002919383040,1604652283000.0,2020-11-06,16:44: Every individual in B40 group will receive a special voucher worth RM50 to buy takaful hayat and personal accident insurance.  #Budget2021 #Belanjawan2021,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,8,https://twitter.com/staronline/status/1324633802090508288,[],[],0,False,59,1,34,[],08:44:43,0.116,0.712,0.172,0.128
2343,1324633782847041538,1324633440084320256,1604652278000.0,2020-11-06,"The theme of Budget 2021 is ""Teguh Kita, Menang Bersama"" (In our strength lies our collective victory)  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21",en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,8,https://twitter.com/bernamadotcom/status/1324633782847041538,[],[],0,False,9,1,4,[],08:44:38,0.112,0.76,0.128,0.1027
2347,1324633716354818050,1324633716354818050,1604652263000.0,2020-11-06,"Govt allocated RM1.8b to implement the MCO and provide Covid-19 related needs such as the purchase of PPE, reagents and consumables  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,8,https://twitter.com/TMReserve/status/1324633716354818050,[],[],0,False,1,0,1,[],08:44:23,0.0,1.0,0.0,0.0
